Title,Source,Date,Url,Category,Ticker,Title_Sentiment,Content_Sentiment,Combined_Sentiment
ServiceNow Inc. (NOW): This High Growth Software Stock Is Profitable In 2024,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/servicenow-inc-now-high-growth-195307865.html,Stock,NOW,0.6243,0.9963,0.8846999999999999
Intuit Inc. (INTU): This High Growth Software Stock Is Profitable In 2024,Insider Monkey,10/20/2024,https://www.insidermonkey.com/blog/intuit-inc-intu-this-high-growth-software-stock-is-profitable-in-2024-1377536/,Stock,INTU,0.6243,0.9972,0.88533
BorgWarner Inc. (BWA): One of the Best Auto Components and Part Stocks to Buy Right Now,Insider Monkey,10/20/2024,https://www.insidermonkey.com/blog/borgwarner-inc-bwa-one-of-the-best-auto-components-and-part-stocks-to-buy-right-now-1377535/,Stock,BWA,0.3839,0.9977,0.81356
Lear Corporation (LEA): One of the Best Auto Components and Part Stocks to Buy Right Now,Insider Monkey,10/20/2024,https://www.insidermonkey.com/blog/lear-corporation-lea-one-of-the-best-auto-components-and-part-stocks-to-buy-right-now-1377530/,Stock,LEA,0.3839,0.9945,0.81132
Global Payments Inc. (GPN): This High Growth Software Stock Is Profitable In 2024,Insider Monkey,10/20/2024,https://www.insidermonkey.com/blog/global-payments-inc-gpn-this-high-growth-software-stock-is-profitable-in-2024-1377528/,Stock,GPN,0.6243,0.9964,0.8847699999999998
Aptiv PLC (APTV): One of the Best Auto Components and Part Stocks to Buy Right Now,Insider Monkey,10/20/2024,https://www.insidermonkey.com/blog/aptiv-plc-aptv-one-of-the-best-auto-components-and-part-stocks-to-buy-right-now-1377524/,Stock,APTV,0.3839,0.997,0.81307
Veeva Systems Inc. (VEEV): This High Growth Software Stock Is Profitable In 2024,Insider Monkey,10/20/2024,https://www.insidermonkey.com/blog/veeva-systems-inc-veev-this-high-growth-software-stock-is-profitable-in-2024-1377521/,Stock,VEEV,0.6243,0.9965,0.88484
"Autoliv, Inc. (ALV): One of the Best Auto Components and Part Stocks to Buy Right Now",Insider Monkey,10/20/2024,https://www.insidermonkey.com/blog/autoliv-inc-alv-one-of-the-best-auto-components-and-part-stocks-to-buy-right-now-1377520/,Stock,ALV,0.3839,0.9963,0.81258
The Goodyear Tire & Rubber Company (GT): One of the Best Auto Components and Part Stocks to Buy Right Now,Insider Monkey,10/20/2024,https://www.insidermonkey.com/blog/the-goodyear-tire-rubber-company-gt-one-of-the-best-auto-components-and-part-stocks-to-buy-right-now-1377515/,Stock,GT,0.3767,0.9935,0.80846
The Trade Desk Inc. (TTD): This High Growth Software Stock Is Profitable In 2024,Insider Monkey,10/20/2024,https://www.insidermonkey.com/blog/the-trade-desk-inc-ttd-this-high-growth-software-stock-is-profitable-in-2024-1377512/,Stock,TTD,0.6243,0.9966,0.88491
Visteon Corporation (VC): One of the Best Auto Components and Part Stocks to Buy Right Now,Insider Monkey,10/20/2024,https://www.insidermonkey.com/blog/visteon-corporation-vc-one-of-the-best-auto-components-and-part-stocks-to-buy-right-now-1377510/,Stock,VC,0.3839,0.9974,0.8133499999999999
Fortinet Inc. (FTNT): This High Growth Software Stock Is Profitable In 2024,Insider Monkey,10/20/2024,https://www.insidermonkey.com/blog/fortinet-inc-ftnt-this-high-growth-software-stock-is-profitable-in-2024-1377505/,Stock,FTNT,0.6243,0.9961,0.8845599999999999
Garrett Motion Inc. (GTX): One of the Best Auto Components and Part Stocks to Buy Right Now,Insider Monkey,10/20/2024,https://www.insidermonkey.com/blog/garrett-motion-inc-gtx-one-of-the-best-auto-components-and-part-stocks-to-buy-right-now-1377504/,Stock,GTX,0.3859,0.9958,0.81283
Zoom Video Communications Inc. (ZM): This High Growth Software Stock Is Profitable In 2024,Insider Monkey,10/20/2024,https://www.insidermonkey.com/blog/zoom-video-communications-inc-zm-this-high-growth-software-stock-is-profitable-in-2024-1377500/,Stock,ZM,0.6243,0.9966,0.88491
Could Buying Apple Stock Today Set You Up for Life?,Motley Fool,10/20/2024,https://finance.yahoo.com/m/735310fc-a120-30e6-a3ba-8f3742f7e4d6/could-buying-apple-stock.html,Stock,GOOG,0.3716,0.9902,0.80462
Could Buying Apple Stock Today Set You Up for Life?,Motley Fool,10/20/2024,https://finance.yahoo.com/m/735310fc-a120-30e6-a3ba-8f3742f7e4d6/could-buying-apple-stock.html,Stock,AAPL,0.3716,0.9902,0.80462
Could Buying Apple Stock Today Set You Up for Life?,Motley Fool,10/20/2024,https://finance.yahoo.com/m/735310fc-a120-30e6-a3ba-8f3742f7e4d6/could-buying-apple-stock.html,Stock,GOOGL,0.3716,0.9902,0.80462
Office Properties Income Trust (OPI): Among the Worst Performing REITs in 2024,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/office-properties-income-trust-opi-191725598.html,Stock,OPI,-0.327,0.952,0.5682999999999999
Service Properties Trust (SVC): Among the Worst Performing REITs in 2024,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/properties-trust-svc-among-worst-191658572.html,Stock,SVC,-0.3367,0.9674,0.57617
Amazon.com Inc. (AMZN): A Prime Choice for AI and Cloud Investment in 2024,Insider Monkey,10/20/2024,https://www.insidermonkey.com/blog/amazon-com-inc-amzn-a-prime-choice-for-ai-and-cloud-investment-in-2024-1377281/,Stock,AMZN,0.0129,0.9992,0.70331
Microsoft Corp. (MSFT): A Top Stock for Cloud and AI Growth in 2024,Insider Monkey,10/20/2024,https://www.insidermonkey.com/blog/microsoft-corp-msft-a-top-stock-for-cloud-and-ai-growth-in-2024-1377280/,Stock,MSFT,0.3747,0.9994,0.81199
Meta Platforms Inc. (META): A Strong Contender for Long-Term Investment in 2024,Insider Monkey,10/20/2024,https://www.insidermonkey.com/blog/meta-platforms-inc-meta-a-strong-contender-for-long-term-investment-in-2024-1377279/,Stock,META,0.3695,0.9991,0.8102199999999999
Alphabet Inc. (GOOGL): A Top Pick for Long-Term Growth in 2024,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/alphabet-inc-googl-top-pick-191132899.html,Stock,GOOG,0.3747,0.9993,0.81192
Alphabet Inc. (GOOGL): A Top Pick for Long-Term Growth in 2024,Insider Monkey,10/20/2024,https://www.insidermonkey.com/blog/alphabet-inc-googl-a-top-pick-for-long-term-growth-in-2024-1377284/,Stock,GOOGL,0.3747,0.9993,0.81192
NVIDIA Corp. (NVDA): Leading the AI and GPU Revolution,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/nvidia-corp-nvda-leading-ai-191010365.html,Stock,NVDA,0.3695,0.9994,0.81043
Apple Inc. (AAPL): Innovating Through Challenges and Opportunities,Insider Monkey,10/20/2024,https://www.insidermonkey.com/blog/apple-inc-aapl-innovating-through-challenges-and-opportunities-1377283/,Stock,AAPL,0.0,0.9991,0.6993699999999999
Visa Inc. (V): A Secure and Innovative Payment Solutions Leader,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/visa-inc-v-secure-innovative-190922668.html,Stock,V,0.5171,0.9991,0.8544999999999999
"Hudson Pacific Properties, Inc. (HPP): Among the Worst Performing REITs in 2024",Insider Monkey,10/20/2024,https://finance.yahoo.com/news/hudson-pacific-properties-inc-hpp-190706495.html,Stock,HPP,-0.3496,0.9424,0.5548
Franklin Street Properties Corp. (FSP): Among the Worst Performing REITs in 2024,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/franklin-street-properties-corp-fsp-190639228.html,Stock,FSP,-0.3496,0.9075,0.53037
Micron Technology Inc. (MU): Among the Best US Stocks for Foreign Investors Right Now,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/micron-technology-inc-mu-among-190451445.html,Stock,MU,0.3767,0.9956,0.8099299999999999
Is Alight Inc. (ALIT) the Best US Stock to Buy Under $10?,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/alight-inc-alit-best-us-190223386.html,Stock,ALIT,0.009,0.9977,0.70109
Merck & Co. Inc. (MRK): Among the Best US Stocks for Foreign Investors Right Now,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/merck-co-inc-mrk-among-190047293.html,Stock,MRK,0.3767,0.9964,0.8104899999999998
Netflix's Latest Earnings Call Sent Its Stock Surging. Should You Buy Now?,Motley Fool,10/20/2024,https://finance.yahoo.com/m/413a78c2-fd26-37ce-aeb8-2961da04d926/netflix%27s-latest-earnings.html,Stock,DIS,0.0219,0.9889,0.6988
Netflix's Latest Earnings Call Sent Its Stock Surging. Should You Buy Now?,Motley Fool,10/20/2024,https://finance.yahoo.com/m/413a78c2-fd26-37ce-aeb8-2961da04d926/netflix%27s-latest-earnings.html,Stock,NFLX,0.0219,0.9889,0.6988
Netflix's Latest Earnings Call Sent Its Stock Surging. Should You Buy Now?,Motley Fool,10/20/2024,https://finance.yahoo.com/m/413a78c2-fd26-37ce-aeb8-2961da04d926/netflix%27s-latest-earnings.html,Stock,AAPL,0.0219,0.9889,0.6988
Netflix's Latest Earnings Call Sent Its Stock Surging. Should You Buy Now?,Motley Fool,10/20/2024,https://finance.yahoo.com/m/413a78c2-fd26-37ce-aeb8-2961da04d926/netflix%27s-latest-earnings.html,Stock,AMZN,0.0219,0.9889,0.6988
Is Peloton Interactive Inc. (PTON) the Best US Stock to Buy Under $10?,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/peloton-interactive-inc-pton-best-185804065.html,Stock,PTON,0.0232,0.9989,0.70619
Adobe Inc. (ADBE): Among the Best US Stocks for Foreign Investors Right Now,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/adobe-inc-adbe-among-best-185657620.html,Stock,ADBE,0.3767,0.9959,0.8101399999999999
Is Genworth Financial Inc. (GNW) the Best US Stock to Buy Under $10?,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/genworth-financial-inc-gnw-best-185547879.html,Stock,GNW,0.009,0.9973,0.7008099999999999
Alphabet Inc. (GOOGL): Among the Best US Stocks for Foreign Investors Right Now,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/alphabet-inc-googl-among-best-185317776.html,Stock,GOOG,0.3767,0.9951,0.8095799999999999
Alphabet Inc. (GOOGL): Among the Best US Stocks for Foreign Investors Right Now,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/alphabet-inc-googl-among-best-185317776.html,Stock,GOOGL,0.3767,0.9951,0.8095799999999999
Is Goodyear Tire & Rubber Co. (GT) the Best US Stock to Buy Under $10?,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/goodyear-tire-rubber-co-gt-185130296.html,Stock,GT,0.0,0.9974,0.6981799999999999
Advanced Micro Devices Inc. (AMD): Among the Best US Stocks for Foreign Investors Right Now,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/advanced-micro-devices-inc-amd-185007796.html,Stock,AMD,0.3869,0.9986,0.81509
"Sanofi to sell 51% stake in Opella to CD&R, 1% to BPI",Reuters,10/20/2024,https://finance.yahoo.com/news/sanofi-sell-51-stake-opella-185002416.html,Stock,SNY,0.0039,0.4579,0.3217
Qualcomm Inc. (QCOM): Among the Best US Stocks for Foreign Investors Right Now,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/qualcomm-inc-qcom-among-best-184610593.html,Stock,QCOM,0.3767,0.9962,0.8103499999999999
Is Marqeta Inc. (MQ) the Best US Stock to Buy Under $10?,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/teladoc-health-inc-tdoc-best-184559259.html,Stock,MQ,0.009,0.9956,0.69962
Is Marqeta Inc. (MQ) the Best US Stock to Buy Under $10?,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/teladoc-health-inc-tdoc-best-184559259.html,Stock,TDOC,0.009,0.9956,0.69962
Is Teladoc Health Inc. (TDOC) the Best US Stock to Buy Under $10?,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/teladoc-health-inc-tdoc-best-184403713.html,Stock,TDOC,0.0232,0.9963,0.7043699999999999
Microsoft Corp. (MSFT): Among the Best US Stocks for Foreign Investors Right Now,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/microsoft-corp-msft-among-best-184225630.html,Stock,MSFT,0.3767,0.9967,0.8107
Community Healthcare Trust Incorporated (CHCT): Among the Worst Performing REITs in 2024,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/community-healthcare-trust-incorporated-chct-183924875.html,Stock,CHCT,-0.34,0.9553,0.56671
Amazon.com Inc. (AMZN): Among the Best US Stocks for Foreign Investors Right Now,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/amazon-com-inc-amzn-among-183727745.html,Stock,AMZN,0.3767,0.9967,0.8107
Ares Commercial Real Estate Corporation (ACRE): Among the Worst Performing REITs in 2024,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/ares-commercial-real-estate-corporation-183019274.html,Stock,ACRE,-0.3432,0.9762,0.5803799999999999
"New York Mortgage Trust, Inc. (NYMT): Among the Worst Performing REITs in 2024",Insider Monkey,10/20/2024,https://finance.yahoo.com/news/york-mortgage-trust-inc-nymt-182915350.html,Stock,NYMT,-0.3335,0.9755,0.5828
Ready Capital Corporation (RC): Among the Worst Performing REITs in 2024,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/ready-capital-corporation-rc-among-182825457.html,Stock,RC,-0.3378,0.9937,0.59425
Amazon.com (AMZN): Among the Most Profitable Stocks of the Last 10 Years,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/amazon-com-amzn-among-most-182450029.html,Stock,AMZN,0.0245,0.9992,0.7067899999999999
Is Summit Therapeutics Inc. (SMMT) the Best QQQ Stock to Buy According to Analysts?,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/summit-therapeutics-inc-smmt-best-182347226.html,Stock,SMMT,0.3695,0.9966,0.80847
Is Biogen Inc. (BIIB) the Best QQQ Stock to Buy According to Analysts?,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/biogen-inc-biib-best-qqq-182036553.html,Stock,BIIB,0.3685,0.9986,0.80957
NVIDIA (NVDA): Among the Most Profitable Stocks of the Last 10 Years,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/nvidia-nvda-among-most-profitable-182031156.html,Stock,NVDA,0.0245,0.9987,0.70644
Is Moderna Inc. (MRNA) the Best QQQ Stock to Buy According to Analysts?,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/moderna-inc-mrna-best-qqq-181748509.html,Stock,MRNA,0.3685,0.9945,0.8067000000000001
T-Mobile US (TMUS): Among the Most Profitable Stocks of the Last 10 Years,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/t-mobile-us-tmus-among-181646688.html,Stock,TMUS,0.0245,0.9989,0.70658
Is Micron Technology Inc. (MU) the Best QQQ Stock to Buy According to Analysts?,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/micron-technology-inc-mu-best-181525063.html,Stock,MU,0.3685,0.9978,0.80901
Is Globalfoundries Inc. (GFS) the Best QQQ Stock to Buy According to Analysts?,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/globalfoundries-inc-gfs-best-qqq-181250310.html,Stock,GFS,0.3685,0.9912,0.8043899999999999
Netflix (NFLX): Among the Most Profitable Stocks of the Last 10 Years,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/netflix-nflx-among-most-profitable-181221840.html,Stock,NFLX,0.0245,0.9988,0.70651
Is DexCom Inc. (DXCM) the Best QQQ Stock to Buy According to Analysts?,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/dexcom-inc-dxcm-best-qqq-181050062.html,Stock,DXCM,0.3685,0.9941,0.80642
Meta Platforms (META): Among the Most Profitable Stocks of the Last 10 Years,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/meta-platforms-meta-among-most-180909836.html,Stock,META,0.0245,0.9986,0.7063699999999999
Is Microchip Technology Inc. (MCHP) the Best QQQ Stock to Buy According to Analysts?,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/microchip-technology-inc-mchp-best-180755965.html,Stock,MCHP,0.3685,0.9898,0.80341
Broadcom (AVGO): Among the Most Profitable Stocks of the Last 10 Years,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/broadcom-avgo-among-most-profitable-180607157.html,Stock,AVGO,0.0245,0.9984,0.7062299999999999
Is Adobe Inc. (ADBE) the Best QQQ Stock to Buy According to Analysts?,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/adobe-inc-adbe-best-qqq-180349943.html,Stock,ADBE,0.3685,0.9982,0.80929
Advanced Micro Devices (AMD): Among the Most Profitable Stocks of the Last 10 Years,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/advanced-micro-devices-amd-among-180250596.html,Stock,AMD,0.0374,0.9988,0.71038
Is ASML Holding (ASML) the Best QQQ Stock to Buy According to Analysts?,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/asml-holding-asml-best-qqq-180037830.html,Stock,ASML,0.3685,0.9962,0.80789
Striking Boeing workers make earnings day a cliffhanger for CEO,Bloomberg,10/20/2024,https://finance.yahoo.com/news/striking-boeing-workers-earnings-day-180000143.html,Stock,BA,-0.0065,0.0902,0.06119
Alphabet (GOOG): Among the Most Profitable Stocks of the Last 10 Years,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/alphabet-goog-among-most-profitable-175941072.html,Stock,GOOG,0.0245,0.9993,0.7068599999999999
Alphabet (GOOG): Among the Most Profitable Stocks of the Last 10 Years,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/alphabet-goog-among-most-profitable-175941072.html,Stock,GOOGL,0.0245,0.9993,0.7068599999999999
Is CoStar Group Inc. (CSGP) the Best QQQ Stock to Buy According to Analysts?,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/costar-group-inc-csgp-best-175756817.html,Stock,CSGP,0.3685,0.9988,0.80971
Taiwan Semiconductor Manufacturing Company (TSM): Among the Most Profitable Stocks of the Last 10 Years,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/taiwan-semiconductor-manufacturing-company-tsm-175558382.html,Stock,TSM,0.0297,0.9982,0.7076499999999999
"Boeing union announces proposal to end strike, vote coming Wednesday",TipRanks,10/20/2024,https://finance.yahoo.com/news/boeing-union-announces-proposal-end-174508936.html,Stock,BA,-0.0181,0.8179,0.5670999999999999
ASML (ASML): Among the Most Profitable Stocks of the Last 10 Years,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/asml-asml-among-most-profitable-174425008.html,Stock,ASML,0.0245,0.9977,0.7057399999999999
Is New Fortress Energy (NFE) the Worst Performing Utility Stock in 2024?,Insider Monkey,10/20/2024,https://finance.yahoo.com/news/fortress-energy-nfe-worst-performing-173804781.html,Stock,NFE,-0.3281,0.987,0.5924699999999999
Jim Cramer on Wells Fargo & Company (WFC) CEO Charlie Scharf: 'Turns Out Scharf's Just Real Smart',Insider Monkey,10/20/2024,https://www.insidermonkey.com/blog/jim-cramer-on-wells-fargo-company-wfc-ceo-charlie-scharf-turns-out-scharfs-just-real-smart-1377624/,Stock,WFC,0.2709,0.9983,0.7800799999999999
"Jim Cramer Says CrowdStrike Holdings, Inc. (CRWD) 'Is A High Flyer That Sells For 85 Times Earnings'",Insider Monkey,10/20/2024,https://www.insidermonkey.com/blog/jim-cramer-says-crowdstrike-holdings-inc-crwd-is-a-high-flyer-that-sells-for-85-times-earnings-1377617/,Stock,CRWD,0.3612,0.9831,0.79653
Jim on Blackstone Inc. (BX): 'You're Buying The Life's Work Of Some Of The Smartest People In The Business World',Insider Monkey,10/20/2024,https://www.insidermonkey.com/blog/jim-on-blackstone-inc-bx-youre-buying-the-lifes-work-of-some-of-the-smartest-people-in-the-business-world-1377614/,Stock,BX,0.6181,0.9981,0.8840999999999999
"Jim Cramer Says BlackRock, Inc. (BLK) 'Demonstrated Such Success With This Quarter'",Insider Monkey,10/20/2024,https://www.insidermonkey.com/blog/jim-cramer-says-blackrock-inc-blk-demonstrated-such-success-with-this-quarter-1377610/,Stock,BLK,0.3612,0.9969,0.80619
"Jim Cramer Says The Travelers Companies, Inc. (TRV) Is 'Raising Its Premiums And Making A Ton Of Money In The Premiums'",Insider Monkey,10/20/2024,https://www.insidermonkey.com/blog/jim-cramer-says-the-travelers-companies-inc-trv-is-raising-its-premiums-and-making-a-ton-of-money-in-the-premiums-1377607/,Stock,TRV,0.031,0.9966,0.70692
Alibaba Group Holding Limited (BABA): Among Michael Burry's Top 10 Stock Picks Heading Into 2025,Insider Monkey,10/20/2024,https://www.insidermonkey.com/blog/alibaba-group-holding-limited-baba-among-michael-burrys-top-10-stock-picks-heading-into-2025-1377602/,Stock,BABA,-0.2144,0.985,0.62518
Global Payments Inc. (GPN): An Oversold Large Cap Stock To Buy Now,Insider Monkey,10/20/2024,https://www.insidermonkey.com/blog/global-payments-inc-gpn-an-oversold-large-cap-stock-to-buy-now-1377599/,Stock,GPN,0.0245,0.9983,0.7061599999999999
"Shift4 Payments, Inc. (FOUR): Among Michael Burry's Top 10 Stock Picks Heading Into 2025",Insider Monkey,10/20/2024,https://www.insidermonkey.com/blog/shift4-payments-inc-four-among-michael-burrys-top-10-stock-picks-heading-into-2025-1377595/,Stock,FOUR,0.0129,0.9928,0.6988300000000001
Biogen Inc. (BIIB): An Oversold Large Cap Stock To Buy Now,Insider Monkey,10/20/2024,https://www.insidermonkey.com/blog/biogen-inc-biib-an-oversold-large-cap-stock-to-buy-now-1377593/,Stock,BIIB,0.0245,0.997,0.7052499999999999
"Molina Healthcare, Inc. (MOH): Among Michael Burry's Top 10 Stock Picks Heading Into 2025",Insider Monkey,10/20/2024,https://www.insidermonkey.com/blog/molina-healthcare-inc-moh-among-michael-burrys-top-10-stock-picks-heading-into-2025-1377591/,Stock,MOH,0.0129,0.9868,0.69463
Dollar General Corporation (DG): An Oversold Large Cap Stock To Buy Now,Insider Monkey,10/20/2024,https://www.insidermonkey.com/blog/dollar-general-corporation-dg-an-oversold-large-cap-stock-to-buy-now-1377585/,Stock,DG,0.0374,0.9954,0.708
"Baidu, Inc. (BIDU): Among Michael Burry's Top 10 Stock Picks Heading Into 2025",Insider Monkey,10/20/2024,https://www.insidermonkey.com/blog/baidu-inc-bidu-among-michael-burrys-top-10-stock-picks-heading-into-2025-1377586/,Stock,BIDU,0.0129,0.9906,0.6972900000000001
"JD.com, Inc. (JD): Among Michael Burry's Top 10 Stock Picks Heading Into 2025",Insider Monkey,10/20/2024,https://www.insidermonkey.com/blog/jd-com-inc-jd-among-michael-burrys-top-10-stock-picks-heading-into-2025-1377581/,Stock,JD,0.0129,0.9908,0.69743
"Trump Works McDonalds Fry Station, Stepping up Criticism of Harris",WSJ,10/20/2024,https://finance.yahoo.com/video/trump-works-mcdonald-fry-station-202000424.html,Stock,MCD,0.3496,-0.3612,-0.14796
Halliburton Company (HAL): An Oversold Large Cap Stock To Buy Now,Insider Monkey,10/20/2024,https://www.insidermonkey.com/blog/halliburton-company-hal-an-oversold-large-cap-stock-to-buy-now-1377578/,Stock,HAL,0.0245,0.9963,0.7047599999999999
"Hudson Pacific Properties, Inc. HPP): Among Michael Burrys Top 10 Stock Picks Heading Into 2025",Insider Monkey,10/20/2024,https://finance.yahoo.com/news/hudson-pacific-properties-inc-hpp-201715132.html,Stock,HPP,0.0129,0.989,0.69617
